,Unnamed: 0,species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex,lon,lat,geometry
234,240,Gentoo,Biscoe,50.2,14.3,218.0,5700.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
235,241,Gentoo,Biscoe,45.1,14.5,215.0,5000.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
236,242,Gentoo,Biscoe,46.5,14.5,213.0,4400.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
237,243,Gentoo,Biscoe,46.3,15.8,215.0,5050.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
238,244,Gentoo,Biscoe,42.9,13.1,215.0,5000.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
239,245,Gentoo,Biscoe,46.1,15.1,215.0,5100.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
240,247,Gentoo,Biscoe,47.8,15.0,215.0,5650.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
241,248,Gentoo,Biscoe,48.2,14.3,210.0,4600.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
242,249,Gentoo,Biscoe,50.0,15.3,220.0,5550.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
243,250,Gentoo,Biscoe,47.3,15.3,222.0,5250.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
244,251,Gentoo,Biscoe,42.8,14.2,209.0,4700.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
245,252,Gentoo,Biscoe,45.1,14.5,207.0,5050.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
246,253,Gentoo,Biscoe,59.6,17.0,230.0,6050.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
247,254,Gentoo,Biscoe,49.1,14.8,220.0,5150.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
248,255,Gentoo,Biscoe,48.4,16.3,220.0,5400.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
249,256,Gentoo,Biscoe,42.6,13.7,213.0,4950.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
250,257,Gentoo,Biscoe,44.4,17.3,219.0,5250.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
251,258,Gentoo,Biscoe,44.0,13.6,208.0,4350.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
252,259,Gentoo,Biscoe,48.7,15.7,208.0,5350.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
253,260,Gentoo,Biscoe,42.7,13.7,208.0,3950.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
254,261,Gentoo,Biscoe,49.6,16.0,225.0,5700.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
255,262,Gentoo,Biscoe,45.3,13.7,210.0,4300.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
256,263,Gentoo,Biscoe,49.6,15.0,216.0,4750.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
257,264,Gentoo,Biscoe,50.5,15.9,222.0,5550.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
258,265,Gentoo,Biscoe,43.6,13.9,217.0,4900.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
259,266,Gentoo,Biscoe,45.5,13.9,210.0,4200.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
260,267,Gentoo,Biscoe,50.5,15.9,225.0,5400.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
261,268,Gentoo,Biscoe,44.9,13.3,213.0,5100.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
262,269,Gentoo,Biscoe,45.2,15.8,215.0,5300.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
263,270,Gentoo,Biscoe,46.6,14.2,210.0,4850.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
264,271,Gentoo,Biscoe,48.5,14.1,220.0,5300.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
265,272,Gentoo,Biscoe,45.1,14.4,210.0,4400.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
266,273,Gentoo,Biscoe,50.1,15.0,225.0,5000.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
267,274,Gentoo,Biscoe,46.5,14.4,217.0,4900.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
268,275,Gentoo,Biscoe,45.0,15.4,220.0,5050.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
269,276,Gentoo,Biscoe,43.8,13.9,208.0,4300.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
270,277,Gentoo,Biscoe,45.5,15.0,220.0,5000.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
271,278,Gentoo,Biscoe,43.2,14.5,208.0,4450.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
272,279,Gentoo,Biscoe,50.4,15.3,224.0,5550.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
273,280,Gentoo,Biscoe,45.3,13.8,208.0,4200.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
274,281,Gentoo,Biscoe,46.2,14.9,221.0,5300.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
275,282,Gentoo,Biscoe,45.7,13.9,214.0,4400.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
276,283,Gentoo,Biscoe,54.3,15.7,231.0,5650.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
277,284,Gentoo,Biscoe,45.8,14.2,219.0,4700.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
278,285,Gentoo,Biscoe,49.8,16.8,230.0,5700.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
279,287,Gentoo,Biscoe,49.5,16.2,229.0,5800.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
280,288,Gentoo,Biscoe,43.5,14.2,220.0,4700.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
281,289,Gentoo,Biscoe,50.7,15.0,223.0,5550.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
282,290,Gentoo,Biscoe,47.7,15.0,216.0,4750.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
283,291,Gentoo,Biscoe,46.4,15.6,221.0,5000.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
284,292,Gentoo,Biscoe,48.2,15.6,221.0,5100.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
285,293,Gentoo,Biscoe,46.5,14.8,217.0,5200.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
286,294,Gentoo,Biscoe,46.4,15.0,216.0,4700.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
287,295,Gentoo,Biscoe,48.6,16.0,230.0,5800.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
288,296,Gentoo,Biscoe,47.5,14.2,209.0,4600.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
289,297,Gentoo,Biscoe,51.1,16.3,220.0,6000.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
290,298,Gentoo,Biscoe,45.2,13.8,215.0,4750.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
291,299,Gentoo,Biscoe,45.2,16.4,223.0,5950.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
292,300,Gentoo,Biscoe,49.1,14.5,212.0,4625.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
293,301,Gentoo,Biscoe,52.5,15.6,221.0,5450.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
294,302,Gentoo,Biscoe,47.4,14.6,212.0,4725.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
295,303,Gentoo,Biscoe,50.0,15.9,224.0,5350.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
296,304,Gentoo,Biscoe,44.9,13.8,212.0,4750.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
297,305,Gentoo,Biscoe,50.8,17.3,228.0,5600.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
298,306,Gentoo,Biscoe,43.4,14.4,218.0,4600.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
299,307,Gentoo,Biscoe,51.3,14.2,218.0,5300.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
300,308,Gentoo,Biscoe,47.5,14.0,212.0,4875.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
301,309,Gentoo,Biscoe,52.1,17.0,230.0,5550.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
302,310,Gentoo,Biscoe,47.5,15.0,218.0,4950.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
303,311,Gentoo,Biscoe,52.2,17.1,228.0,5400.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
304,312,Gentoo,Biscoe,45.5,14.5,212.0,4750.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
305,313,Gentoo,Biscoe,49.5,16.1,224.0,5650.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
306,314,Gentoo,Biscoe,44.5,14.7,214.0,4850.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
307,315,Gentoo,Biscoe,50.8,15.7,226.0,5200.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
308,316,Gentoo,Biscoe,49.4,15.8,216.0,4925.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
309,317,Gentoo,Biscoe,46.9,14.6,222.0,4875.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
310,318,Gentoo,Biscoe,48.4,14.4,203.0,4625.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
311,319,Gentoo,Biscoe,51.1,16.5,225.0,5250.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
312,320,Gentoo,Biscoe,48.5,15.0,219.0,4850.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
313,321,Gentoo,Biscoe,55.9,17.0,228.0,5600.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
314,322,Gentoo,Biscoe,47.2,15.5,215.0,4975.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
315,323,Gentoo,Biscoe,49.1,15.0,228.0,5500.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
316,325,Gentoo,Biscoe,46.8,16.1,215.0,5500.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
317,326,Gentoo,Biscoe,41.7,14.7,210.0,4700.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
318,327,Gentoo,Biscoe,53.4,15.8,219.0,5500.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
319,328,Gentoo,Biscoe,43.3,14.0,208.0,4575.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
320,329,Gentoo,Biscoe,48.1,15.1,209.0,5500.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
321,330,Gentoo,Biscoe,50.5,15.2,216.0,5000.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
322,331,Gentoo,Biscoe,49.8,15.9,229.0,5950.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
323,332,Gentoo,Biscoe,43.5,15.2,213.0,4650.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
324,333,Gentoo,Biscoe,51.5,16.3,230.0,5500.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
325,334,Gentoo,Biscoe,46.2,14.1,217.0,4375.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
326,335,Gentoo,Biscoe,55.1,16.0,230.0,5850.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
327,337,Gentoo,Biscoe,48.8,16.2,222.0,6000.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
328,338,Gentoo,Biscoe,47.2,13.7,214.0,4925.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
329,340,Gentoo,Biscoe,46.8,14.3,215.0,4850.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
330,341,Gentoo,Biscoe,50.4,15.7,222.0,5750.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
331,342,Gentoo,Biscoe,45.2,14.8,212.0,5200.0,Female,-63.8,-65.43,POINT (-65.5 -64.8)
332,343,Gentoo,Biscoe,49.9,16.1,213.0,5400.0,Male,-63.8,-65.43,POINT (-65.5 -64.8)
